topic,sample_id,params_json,timestamp
renewable_energy_output,b94eb961-924d-45c5-b034-16cacb3db6ec,"{""season"": ""winter"", ""seasonality_amplitude"": 0.6, ""anomaly_probability"": 0.05, ""solar_panel_efficiency"": 0.88, ""wind_base_multiplier"": 0.9, ""capacity_solar_mw"": 300.0, ""capacity_wind_mw"": 500.0, ""season_factor"": 0.4}",2025-11-29T00:00:00+00:00
renewable_energy_output,e77e72df-5ceb-4704-a636-3957d262e077,"{""season"": ""winter"", ""seasonality_amplitude"": 0.6, ""anomaly_probability"": 0.05, ""solar_panel_efficiency"": 0.88, ""wind_base_multiplier"": 0.9, ""capacity_solar_mw"": 300.0, ""capacity_wind_mw"": 500.0, ""season_factor"": 0.4}",2025-11-29T01:00:00+00:00
renewable_energy_output,25720364-779f-49f5-9056-66ed763bfd51,"{""season"": ""winter"", ""seasonality_amplitude"": 0.6, ""anomaly_probability"": 0.05, ""solar_panel_efficiency"": 0.88, ""wind_base_multiplier"": 0.9, ""capacity_solar_mw"": 300.0, ""capacity_wind_mw"": 500.0, ""season_factor"": 0.4}",2025-11-29T02:00:00+00:00
renewable_energy_output,05ccd5a8-8689-4c56-b1f0-70019e8cbb05,"{""season"": ""winter"", ""seasonality_amplitude"": 0.6, ""anomaly_probability"": 0.05, ""solar_panel_efficiency"": 0.88, ""wind_base_multiplier"": 0.9, ""capacity_solar_mw"": 300.0, ""capacity_wind_mw"": 500.0, ""season_factor"": 0.4}",2025-11-29T03:00:00+00:00
renewable_energy_output,e7bb680a-ae1a-4ff4-8cbc-2fe2c273158a,"{""season"": ""winter"", ""seasonality_amplitude"": 0.6, ""anomaly_probability"": 0.05, ""solar_panel_efficiency"": 0.88, ""wind_base_multiplier"": 0.9, ""capacity_solar_mw"": 300.0, ""capacity_wind_mw"": 500.0, ""season_factor"": 0.4}",2025-11-29T04:00:00+00:00
renewable_energy_output,e76c3c2e-6b01-448d-a162-b73fc3dffc63,"{""season"": ""winter"", ""seasonality_amplitude"": 0.6, ""anomaly_probability"": 0.05, ""solar_panel_efficiency"": 0.88, ""wind_base_multiplier"": 0.9, ""capacity_solar_mw"": 300.0, ""capacity_wind_mw"": 500.0, ""season_factor"": 0.4}",2025-11-29T05:00:00+00:00
renewable_energy_output,2855b626-e6b7-4d72-ac2b-620e2544684d,"{""season"": ""winter"", ""seasonality_amplitude"": 0.6, ""anomaly_probability"": 0.05, ""solar_panel_efficiency"": 0.88, ""wind_base_multiplier"": 0.9, ""capacity_solar_mw"": 300.0, ""capacity_wind_mw"": 500.0, ""season_factor"": 0.4}",2025-11-29T06:00:00+00:00
renewable_energy_output,fd851785-2409-45d9-ad63-0dee6ff42f09,"{""season"": ""winter"", ""seasonality_amplitude"": 0.6, ""anomaly_probability"": 0.05, ""solar_panel_efficiency"": 0.88, ""wind_base_multiplier"": 0.9, ""capacity_solar_mw"": 300.0, ""capacity_wind_mw"": 500.0, ""season_factor"": 0.4}",2025-11-29T07:00:00+00:00
renewable_energy_output,a266b089-3618-4c0d-b36e-025da512fe1a,"{""season"": ""winter"", ""seasonality_amplitude"": 0.6, ""anomaly_probability"": 0.05, ""solar_panel_efficiency"": 0.88, ""wind_base_multiplier"": 0.9, ""capacity_solar_mw"": 300.0, ""capacity_wind_mw"": 500.0, ""season_factor"": 0.4}",2025-11-29T08:00:00+00:00
renewable_energy_output,0d82ce96-7b83-40cf-9e1e-285109a4fbee,"{""season"": ""winter"", ""seasonality_amplitude"": 0.6, ""anomaly_probability"": 0.05, ""solar_panel_efficiency"": 0.88, ""wind_base_multiplier"": 0.9, ""capacity_solar_mw"": 300.0, ""capacity_wind_mw"": 500.0, ""season_factor"": 0.4}",2025-11-29T09:00:00+00:00
renewable_energy_output,3dc2ccc2-7b7a-4512-84d8-6bd5610cda45,"{""season"": ""winter"", ""seasonality_amplitude"": 0.6, ""anomaly_probability"": 0.05, ""solar_panel_efficiency"": 0.88, ""wind_base_multiplier"": 0.9, ""capacity_solar_mw"": 300.0, ""capacity_wind_mw"": 500.0, ""season_factor"": 0.4}",2025-11-29T10:00:00+00:00
renewable_energy_output,7742cacc-fd75-455b-bde2-302b202327a8,"{""season"": ""winter"", ""seasonality_amplitude"": 0.6, ""anomaly_probability"": 0.05, ""solar_panel_efficiency"": 0.88, ""wind_base_multiplier"": 0.9, ""capacity_solar_mw"": 300.0, ""capacity_wind_mw"": 500.0, ""season_factor"": 0.4}",2025-11-29T11:00:00+00:00
renewable_energy_output,c5249dc6-f68d-4b63-9819-6f020f2cc66d,"{""season"": ""winter"", ""seasonality_amplitude"": 0.6, ""anomaly_probability"": 0.05, ""solar_panel_efficiency"": 0.88, ""wind_base_multiplier"": 0.9, ""capacity_solar_mw"": 300.0, ""capacity_wind_mw"": 500.0, ""season_factor"": 0.4}",2025-11-29T12:00:00+00:00
renewable_energy_output,484e08a1-9b16-4295-bc78-ee9757a56a1a,"{""season"": ""winter"", ""seasonality_amplitude"": 0.6, ""anomaly_probability"": 0.05, ""solar_panel_efficiency"": 0.88, ""wind_base_multiplier"": 0.9, ""capacity_solar_mw"": 300.0, ""capacity_wind_mw"": 500.0, ""season_factor"": 0.4}",2025-11-29T13:00:00+00:00
renewable_energy_output,b87eca79-4ebe-465f-8828-58a46c484122,"{""season"": ""winter"", ""seasonality_amplitude"": 0.6, ""anomaly_probability"": 0.05, ""solar_panel_efficiency"": 0.88, ""wind_base_multiplier"": 0.9, ""capacity_solar_mw"": 300.0, ""capacity_wind_mw"": 500.0, ""season_factor"": 0.4}",2025-11-29T14:00:00+00:00
renewable_energy_output,17f052d6-7e6a-4b9a-84f4-2f0d5f3bd417,"{""season"": ""winter"", ""seasonality_amplitude"": 0.6, ""anomaly_probability"": 0.05, ""solar_panel_efficiency"": 0.88, ""wind_base_multiplier"": 0.9, ""capacity_solar_mw"": 300.0, ""capacity_wind_mw"": 500.0, ""season_factor"": 0.4}",2025-11-29T15:00:00+00:00
renewable_energy_output,aa014281-bbf5-4826-a972-0cf3cfe3e3af,"{""season"": ""winter"", ""seasonality_amplitude"": 0.6, ""anomaly_probability"": 0.05, ""solar_panel_efficiency"": 0.88, ""wind_base_multiplier"": 0.9, ""capacity_solar_mw"": 300.0, ""capacity_wind_mw"": 500.0, ""season_factor"": 0.4}",2025-11-29T16:00:00+00:00
renewable_energy_output,820ed88d-cd40-4acd-bd4d-a754d893b5df,"{""season"": ""winter"", ""seasonality_amplitude"": 0.6, ""anomaly_probability"": 0.05, ""solar_panel_efficiency"": 0.88, ""wind_base_multiplier"": 0.9, ""capacity_solar_mw"": 300.0, ""capacity_wind_mw"": 500.0, ""season_factor"": 0.4}",2025-11-29T17:00:00+00:00
renewable_energy_output,1d3d60f0-af4f-41d3-8412-db77e47d47e8,"{""season"": ""winter"", ""seasonality_amplitude"": 0.6, ""anomaly_probability"": 0.05, ""solar_panel_efficiency"": 0.88, ""wind_base_multiplier"": 0.9, ""capacity_solar_mw"": 300.0, ""capacity_wind_mw"": 500.0, ""season_factor"": 0.4}",2025-11-29T18:00:00+00:00
renewable_energy_output,3ed15c9e-6be8-43be-9242-29a815febe46,"{""season"": ""winter"", ""seasonality_amplitude"": 0.6, ""anomaly_probability"": 0.05, ""solar_panel_efficiency"": 0.88, ""wind_base_multiplier"": 0.9, ""capacity_solar_mw"": 300.0, ""capacity_wind_mw"": 500.0, ""season_factor"": 0.4}",2025-11-29T19:00:00+00:00
renewable_energy_output,4814f336-0a21-49e8-a820-1e4a92136d91,"{""season"": ""winter"", ""seasonality_amplitude"": 0.6, ""anomaly_probability"": 0.05, ""solar_panel_efficiency"": 0.88, ""wind_base_multiplier"": 0.9, ""capacity_solar_mw"": 300.0, ""capacity_wind_mw"": 500.0, ""season_factor"": 0.4}",2025-11-29T20:00:00+00:00
renewable_energy_output,a16c3951-c991-4ae1-9e14-5684e629199f,"{""season"": ""winter"", ""seasonality_amplitude"": 0.6, ""anomaly_probability"": 0.05, ""solar_panel_efficiency"": 0.88, ""wind_base_multiplier"": 0.9, ""capacity_solar_mw"": 300.0, ""capacity_wind_mw"": 500.0, ""season_factor"": 0.4}",2025-11-29T21:00:00+00:00
renewable_energy_output,59fd2b67-3cf4-4b26-9976-3caedf7aaf73,"{""season"": ""winter"", ""seasonality_amplitude"": 0.6, ""anomaly_probability"": 0.05, ""solar_panel_efficiency"": 0.88, ""wind_base_multiplier"": 0.9, ""capacity_solar_mw"": 300.0, ""capacity_wind_mw"": 500.0, ""season_factor"": 0.4}",2025-11-29T22:00:00+00:00
renewable_energy_output,9fa38251-8738-465d-afb5-895a6680db98,"{""season"": ""winter"", ""seasonality_amplitude"": 0.6, ""anomaly_probability"": 0.05, ""solar_panel_efficiency"": 0.88, ""wind_base_multiplier"": 0.9, ""capacity_solar_mw"": 300.0, ""capacity_wind_mw"": 500.0, ""season_factor"": 0.4}",2025-11-29T23:00:00+00:00
