topic,sample_id,params_json,timestamp
smart_agriculture_drone_imagery,686357f0-8691-4682-8c9c-84de72309aa3,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T06:00:00+00:00
smart_agriculture_drone_imagery,beee7374-3bcc-4087-8fe5-f2eb8cb83e1f,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T06:20:00+00:00
smart_agriculture_drone_imagery,b00e0a45-8e56-4ca6-a6bf-e837a7863a45,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T06:40:00+00:00
smart_agriculture_drone_imagery,31e87401-571b-4fd8-b92c-0bd8b682808d,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T07:00:00+00:00
smart_agriculture_drone_imagery,dd7f1fdc-f072-483b-948c-57199ee76456,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T07:20:00+00:00
smart_agriculture_drone_imagery,51e02680-d50e-4848-82ec-ea3bbae18759,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T07:40:00+00:00
smart_agriculture_drone_imagery,382a3d13-b52b-404b-9541-1a48e69bcf30,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T08:00:00+00:00
smart_agriculture_drone_imagery,7383fba5-a6c5-4311-b9c0-f7e9aecf39f8,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T08:20:00+00:00
smart_agriculture_drone_imagery,ddfdde78-e183-4a73-8bb7-5433f6b113e9,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T08:40:00+00:00
smart_agriculture_drone_imagery,be141bfe-fa3e-4c7d-b937-1fb71d53e8b2,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T09:00:00+00:00
smart_agriculture_drone_imagery,2360ff36-6404-4f58-a658-5fe6843bb95c,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T09:20:00+00:00
smart_agriculture_drone_imagery,f6276a66-e66e-4777-88b6-ce959cc5ecaa,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T09:40:00+00:00
smart_agriculture_drone_imagery,6877b4ee-3ab6-4dd0-882a-40485887fff0,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T10:00:00+00:00
smart_agriculture_drone_imagery,6573c359-7b1b-4057-9884-c9a43a4b986f,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T10:20:00+00:00
smart_agriculture_drone_imagery,b07062ad-6072-4c83-8900-66e1f6b4258f,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T10:40:00+00:00
smart_agriculture_drone_imagery,d178bc61-67c7-404d-acf8-cb46406e6056,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T11:00:00+00:00
smart_agriculture_drone_imagery,947f3147-34cc-441c-9e78-2acab871994c,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T11:20:00+00:00
smart_agriculture_drone_imagery,f759c1f9-c104-4c15-a075-bde9b1f019a6,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T11:40:00+00:00
smart_agriculture_drone_imagery,94c4271d-c7ab-4ca7-9217-8cf80cd053d5,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T12:00:00+00:00
smart_agriculture_drone_imagery,0303fe59-d3d0-4ace-b641-c99f1a6ffc34,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T12:20:00+00:00
smart_agriculture_drone_imagery,d19c4159-af93-4a8c-beb8-67d48b8e1eea,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T12:40:00+00:00
smart_agriculture_drone_imagery,731dcc43-08e4-4d03-8340-a705721b591c,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T13:00:00+00:00
smart_agriculture_drone_imagery,a25a045d-6a7e-4eb2-8e94-38681fb39183,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T13:20:00+00:00
smart_agriculture_drone_imagery,80eae80d-b58a-4c12-9a26-811c3378e083,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T13:40:00+00:00
smart_agriculture_drone_imagery,8b68dea5-288d-4088-8869-604da314df8d,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T14:00:00+00:00
smart_agriculture_drone_imagery,78b91b74-23ab-4d33-8af4-021c33f90248,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T14:20:00+00:00
smart_agriculture_drone_imagery,3851cd99-e597-4c4e-88eb-4aed728ad41e,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T14:40:00+00:00
smart_agriculture_drone_imagery,fbf4bcad-dee0-46c5-9f37-67ddbd4d8c82,"{""anomaly_magnitude"": 0.119, ""anomaly_rate"": 0.031, ""cloud_cover_mean"": 0.293, ""field_count"": 6, ""rows_per_field"": 29, ""seasonality_amplitude"": 0.448, ""seasonality_period_hours"": 24, ""uplift_on_ndvi"": 0.086}",2025-07-01T15:00:00+00:00
